actor_key,actor_name,predictor_month,outcome_month,lookback_months,risk_event_count,risk_region_count,risk_regions,system:index,ntl_cloudfree_observations_mean_t,ntl_cloudfree_observations_mean_t1,ntl_common_valid_area_fraction,ntl_lit_fraction_change,ntl_lit_fraction_t,ntl_lit_fraction_t1,ntl_log_mean_change,ntl_log_median_change,ntl_mean_change,ntl_mean_t,ntl_mean_t1,ntl_median_change,ntl_median_t,ntl_median_t1,ntl_sd_t,ntl_sd_t1,ntl_valid_area_fraction_t,ntl_valid_area_fraction_t1,ntl_valid_pixel_count_t,ntl_valid_pixel_count_t1,risk_area_km2,.geo,ucdp_actor_id_norm,constituent_ucdp_actor_ids,unit_id,month,period_start,year,month_of_year,period_index,rolling_risk_countries_24m,risk_set_source,area_size,log1p_area_size,risk_set_empty_no_metadata,next_month_outcome_available,y_ucdp_best_fatalities_current_24m,y_ucdp_best_fatalities_next_24m,log1p_y_ucdp_best_fatalities_current_24m,log1p_y_ucdp_best_fatalities_next_24m,n_articles,n_unique_articles_raw,n_article_actor_rows_raw,mean_article_actor_weight,n_conflict_relevance_direct,n_event_modality_realized,n_any_fatalities_mentioned_yes,n_any_physical_violence_mentioned_yes,n_any_weapon_mentioned_yes,n_event_context_background_or_context,n_event_context_cbt,n_event_context_civ,n_event_context_crm,n_event_context_historical_background,n_event_context_not_applicable,n_event_context_opr,n_event_context_org,n_event_context_pol,n_event_context_pro,n_event_context_unclear,share_conflict_relevance_direct,log1p_n_conflict_relevance_direct,share_event_modality_realized,log1p_n_event_modality_realized,share_any_fatalities_mentioned_yes,log1p_n_any_fatalities_mentioned_yes,share_any_physical_violence_mentioned_yes,log1p_n_any_physical_violence_mentioned_yes,share_any_weapon_mentioned_yes,log1p_n_any_weapon_mentioned_yes,share_event_context_background_or_context,log1p_n_event_context_background_or_context,share_event_context_cbt,log1p_n_event_context_cbt,share_event_context_civ,log1p_n_event_context_civ,share_event_context_crm,log1p_n_event_context_crm,share_event_context_historical_background,log1p_n_event_context_historical_background,share_event_context_not_applicable,log1p_n_event_context_not_applicable,share_event_context_opr,log1p_n_event_context_opr,share_event_context_org,log1p_n_event_context_org,share_event_context_pol,log1p_n_event_context_pol,share_event_context_pro,log1p_n_event_context_pro,share_event_context_unclear,log1p_n_event_context_unclear,log1p_n_articles
209,Hamas,2020-01,2020-02,12,16,3,Israel::Gaza Strip; Israel::Southern district; Israel::West Bank,0.0,13.65659974910306,13.294326004378394,1.0,0.03808872053103,0.2932129566833815,0.3313016772144115,0.0976171932038796,0.138466218382057,0.3993405351150265,2.8944609523944194,3.293801487509446,0.1907132225719802,0.2841700186721798,0.4748832412441601,9.975018070390073,10.491141555101413,1.0,1.0,4723.0,4723.0,15298.92965536815,,209,209,209,2020-01,2020-01-01,2020,1,0.0,Israel,ged_rolling_24m,1,0.6931471805599453,False,True,3.0,3.0,1.3862943611198906,1.3862943611198906,182.0,182.0,182.0,1.0,131.0,169.0,60.0,159.0,136.0,0.0,100.0,0.0,0.0,0.0,11.0,0.0,0.0,64.0,7.0,0.0,0.7197802197802198,4.882801922586371,0.9285714285714286,5.135798437050262,0.3296703296703296,4.110873864173311,0.8736263736263736,5.075173815233827,0.7472527472527473,4.919980925828125,0.0,0.0,0.5494505494505495,4.61512051684126,0.0,0.0,0.0,0.0,0.0,0.0,0.0604395604395604,2.4849066497880004,0.0,0.0,0.0,0.0,0.3516483516483517,4.174387269895637,0.0384615384615384,2.0794415416798357,0.0,0.0,5.209486152841421
209,Hamas,2020-02,2020-03,12,16,3,Israel::Gaza Strip; Israel::Southern district; Israel::West Bank,1.0,13.294326004378394,18.100847216414405,1.0,0.0165446150278129,0.3313016772144115,0.3478462922422244,-0.0300094754344821,-0.0096079740075352,-0.1269404950173518,3.293801487509446,3.166860992492094,-0.014102781776451,0.4748832412441601,0.460780459467709,10.491141555101413,9.609177382369634,1.0,1.0,4723.0,4723.0,15298.92965536815,,209,209,209,2020-02,2020-02-01,2020,2,1.0,Israel,ged_rolling_24m,1,0.6931471805599453,False,True,3.0,0.0,1.3862943611198906,0.0,237.0,237.0,237.0,1.0,190.0,222.0,61.0,204.0,187.0,0.0,143.0,1.0,1.0,0.0,8.0,6.0,2.0,72.0,1.0,3.0,0.8016877637130801,5.25227342804663,0.9367088607594936,5.407171771460119,0.2573839662447257,4.127134385045092,0.8607594936708861,5.3230099791384085,0.7890295358649789,5.236441962829949,0.0,0.0,0.6033755274261603,4.969813299576001,0.0042194092827004,0.6931471805599453,0.0042194092827004,0.6931471805599453,0.0,0.0,0.0337552742616033,2.1972245773362196,0.0253164556962025,1.9459101490553132,0.0084388185654008,1.0986122886681098,0.3037974683544304,4.290459441148391,0.0042194092827004,0.6931471805599453,0.0126582278481012,1.3862943611198906,5.472270673671475
209,Hamas,2020-03,2020-04,12,16,3,Israel::Gaza Strip; Israel::Southern district; Israel::West Bank,0.0,18.100847216414405,17.400401118845732,1.0,0.0263775612395855,0.3478462922422244,0.37422385348181,0.0766870456893422,0.0202506194242541,0.3321160112927233,3.166860992492094,3.498977003784818,0.0298832652401355,0.460780459467709,0.4906637247078446,9.609177382369634,10.482075905833868,1.0,1.0,4723.0,4723.0,15298.929655368058,,209,209,209,2020-03,2020-03-01,2020,3,2.0,Israel,ged_rolling_24m,1,0.6931471805599453,False,True,0.0,0.0,0.0,0.0,46.0,46.0,46.0,1.0,22.0,39.0,9.0,31.0,24.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,30.0,0.0,0.0,0.4782608695652174,3.1354942159291497,0.8478260869565217,3.688879454113936,0.1956521739130435,2.302585092994046,0.6739130434782609,3.4657359027997265,0.5217391304347826,3.218875824868201,0.0,0.0,0.217391304347826,2.3978952727983707,0.0,0.0,0.0,0.0,0.0,0.0,0.1304347826086956,1.9459101490553132,0.0,0.0,0.0,0.0,0.6521739130434783,3.4339872044851463,0.0,0.0,0.0,0.0,3.8501476017100584
209,Hamas,2020-04,2020-05,12,16,3,Israel::Gaza Strip; Israel::Southern district; Israel::West Bank,1.0,17.400401118845732,17.015133758991364,1.0,0.0156169288668524,0.37422385348181,0.3898407823486625,0.048665424851352,0.009678144990612,0.2243596276499291,3.498977003784818,3.7233366314347465,0.0144968980446094,0.4906637247078446,0.505160622752454,10.482075905833868,11.138363983883751,1.0,1.0,4723.0,4723.0,15298.929655368058,,209,209,209,2020-04,2020-04-01,2020,4,3.0,Israel,ged_rolling_24m,1,0.6931471805599453,False,True,0.0,2.0,0.0,1.0986122886681098,44.0,44.0,44.0,1.0,26.0,39.0,20.0,26.0,17.0,0.0,12.0,0.0,1.0,0.0,4.0,1.0,0.0,26.0,0.0,0.0,0.5909090909090909,3.295836866004329,0.8863636363636364,3.688879454113936,0.4545454545454545,3.044522437723423,0.5909090909090909,3.295836866004329,0.3863636363636363,2.8903717578961645,0.0,0.0,0.2727272727272727,2.5649493574615367,0.0,0.0,0.0227272727272727,0.6931471805599453,0.0,0.0,0.0909090909090909,1.6094379124341005,0.0227272727272727,0.6931471805599453,0.0,0.0,0.5909090909090909,3.295836866004329,0.0,0.0,0.0,0.0,3.80666248977032
209,Hamas,2020-05,2020-06,12,9,3,Israel::Gaza Strip; Israel::Southern district; Israel::West Bank,0.0,17.016070228878768,18.25288428731721,1.0,-0.0363789531444008,0.3892398495949689,0.352860896450568,-0.03195744838581,-0.0143736806367837,-0.1475072970935307,3.689887231394768,3.5423799343012377,-0.0214799552731314,0.505160622752454,0.4836806674793225,11.093486243228105,11.009507102712892,1.0,1.0,4715.0,4715.0,15285.3418717352,,209,209,209,2020-05,2020-05-01,2020,5,4.0,Israel,ged_rolling_24m,1,0.6931471805599453,False,True,2.0,1.0,1.0986122886681098,0.6931471805599453,44.0,44.0,44.0,1.0,28.0,44.0,14.0,37.0,23.0,1.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.6363636363636364,3.367295829986474,1.0,3.80666248977032,0.3181818181818182,2.70805020110221,0.8409090909090909,3.6375861597263857,0.5227272727272727,3.1780538303479458,0.0227272727272727,0.6931471805599453,0.2954545454545454,2.6390573296152584,0.0681818181818181,1.3862943611198906,0.0227272727272727,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5681818181818182,3.258096538021482,0.0227272727272727,0.6931471805599453,0.0,0.0,3.80666248977032
209,Hamas,2020-06,2020-07,12,9,3,Israel::Gaza Strip; Israel::Southern district; Israel::West Bank,1.0,18.25288428731721,17.45139008578996,1.0,0.0191910629302248,0.352860896450568,0.3720519593807929,-0.0141665774367394,-0.007859271712164,-0.0638963124381239,3.5423799343012377,3.4784836218631137,-0.0116149472007279,0.4836806674793225,0.4720657202785945,11.009507102712892,10.669296619471986,1.0,1.0,4715.0,4715.0,15285.3418717352,,209,209,209,2020-06,2020-06-01,2020,6,5.0,Israel,ged_rolling_24m,1,0.6931471805599453,False,True,1.0,0.0,0.6931471805599453,0.0,88.0,88.0,88.0,1.0,67.0,81.0,23.0,73.0,53.0,0.0,36.0,4.0,0.0,0.0,4.0,2.0,2.0,39.0,0.0,1.0,0.7613636363636364,4.219507705176107,0.9204545454545454,4.406719247264253,0.2613636363636363,3.1780538303479458,0.8295454545454546,4.30406509320417,0.6022727272727273,3.9889840465642745,0.0,0.0,0.4090909090909091,3.610917912644224,0.0454545454545454,1.6094379124341005,0.0,0.0,0.0,0.0,0.0454545454545454,1.6094379124341005,0.0227272727272727,1.0986122886681098,0.0227272727272727,1.0986122886681098,0.4431818181818182,3.688879454113936,0.0,0.0,0.0113636363636363,0.6931471805599453,4.48863636973214
209,Hamas,2020-07,2020-08,12,8,3,Israel::Gaza Strip; Israel::Southern district; Israel::West Bank,0.0,17.45124299966229,16.22956270754769,1.0,-0.0601958687454269,0.3719923172173131,0.3117964484718861,0.0151053564581333,0.058128308466081,0.0679479796665245,3.464382062492232,3.5323300421587565,0.0881045683862202,0.4720657202785945,0.5601702886648148,10.648201055267238,11.59116348299472,1.0,1.0,4719.0,4719.0,15281.51187723278,,209,209,209,2020-07,2020-07-01,2020,7,6.0,Israel,ged_rolling_24m,1,0.6931471805599453,False,True,0.0,0.0,0.0,0.0,101.0,101.0,101.0,1.0,77.0,94.0,24.0,78.0,64.0,0.0,49.0,3.0,0.0,0.0,5.0,1.0,2.0,37.0,4.0,0.0,0.7623762376237624,4.356708826689592,0.9306930693069309,4.553876891600541,0.2376237623762376,3.218875824868201,0.7722772277227723,4.3694478524670215,0.6336633663366337,4.174387269895637,0.0,0.0,0.4851485148514851,3.912023005428146,0.0297029702970297,1.3862943611198906,0.0,0.0,0.0,0.0,0.0495049504950495,1.791759469228055,0.0099009900990099,0.6931471805599453,0.0198019801980198,1.0986122886681098,0.3663366336633663,3.6375861597263857,0.0396039603960396,1.6094379124341005,0.0,0.0,4.624972813284271
209,Hamas,2020-08,2020-09,12,3,2,Israel::Gaza Strip; Israel::Southern district,1.0,16.234913180669086,14.536359861974786,1.0,0.0758806487922794,0.3106259110955288,0.3865065598878082,-0.00413445651733,-0.0368856299660321,-0.0183635776389321,3.4507822072678436,3.4324186296289114,-0.0562510163700216,0.5533100846490313,0.4970590682790096,11.533719973267496,10.485088763337924,1.0,1.0,4480.0,4480.0,14569.923799396687,,209,209,209,2020-08,2020-08-01,2020,8,7.0,Israel,ged_rolling_24m,1,0.6931471805599453,False,True,0.0,0.0,0.0,0.0,416.0,416.0,416.0,1.0,366.0,397.0,46.0,382.0,365.0,0.0,319.0,1.0,0.0,0.0,10.0,0.0,2.0,76.0,1.0,7.0,0.8798076923076923,5.905361848054571,0.9543269230769232,5.986452005284438,0.110576923076923,3.8501476017100584,0.9182692307692308,5.948034989180646,0.8774038461538461,5.902633333401366,0.0,0.0,0.7668269230769231,5.768320995793772,0.0024038461538461,0.6931471805599453,0.0,0.0,0.0,0.0,0.0240384615384615,2.3978952727983707,0.0,0.0,0.0048076923076923,1.0986122886681098,0.1826923076923076,4.343805421853684,0.0024038461538461,0.6931471805599453,0.016826923076923,2.0794415416798357,6.0330862217988015
209,Hamas,2020-09,2020-10,12,3,2,Israel::Gaza Strip; Israel::Southern district,0.0,14.536359861974786,14.805530234532132,1.0,-0.0421936412451792,0.3865065598878082,0.344312918642629,0.0095725065557912,0.0736717171692034,0.0426330835772912,3.4324186296289114,3.4750517132062027,0.1144552053603975,0.4970590682790096,0.6115142736394071,10.485088763337924,11.221929327245071,1.0,1.0,4480.0,4480.0,14569.923799396616,,209,209,209,2020-09,2020-09-01,2020,9,8.0,Israel,ged_rolling_24m,1,0.6931471805599453,False,True,0.0,1.0,0.0,0.6931471805599453,116.0,116.0,116.0,1.0,86.0,109.0,19.0,94.0,85.0,0.0,51.0,2.0,2.0,0.0,5.0,1.0,0.0,54.0,0.0,1.0,0.7413793103448276,4.465908118654584,0.9396551724137931,4.700480365792417,0.1637931034482758,2.995732273553991,0.8103448275862069,4.553876891600541,0.7327586206896551,4.454347296253507,0.0,0.0,0.4396551724137931,3.951243718581427,0.0172413793103448,1.0986122886681098,0.0172413793103448,1.0986122886681098,0.0,0.0,0.043103448275862,1.791759469228055,0.0086206896551724,0.6931471805599453,0.0,0.0,0.4655172413793103,4.007333185232471,0.0,0.0,0.0086206896551724,0.6931471805599453,4.762173934797756
209,Hamas,2020-10,2020-11,12,3,2,Israel::Gaza Strip; Israel::Southern district,1.0,14.805530234532132,14.852366541804296,1.0,0.0432279076633512,0.344312918642629,0.3875408263059803,0.0006789876051396,0.0374946728784347,0.0030395364326318,3.4750517132062027,3.4780912496388345,0.0615702659731576,0.6115142736394071,0.6730845396125648,11.221929327245071,10.76363952122747,1.0,1.0,4480.0,4480.0,14569.923799396616,,209,209,209,2020-10,2020-10-01,2020,10,9.0,Israel,ged_rolling_24m,1,0.6931471805599453,False,True,1.0,0.0,0.6931471805599453,0.0,54.0,54.0,54.0,1.0,39.0,49.0,12.0,47.0,39.0,0.0,28.0,1.0,0.0,0.0,4.0,2.0,1.0,17.0,0.0,1.0,0.7222222222222222,3.688879454113936,0.9074074074074074,3.912023005428146,0.2222222222222222,2.5649493574615367,0.8703703703703703,3.871201010907891,0.7222222222222222,3.688879454113936,0.0,0.0,0.5185185185185185,3.367295829986474,0.0185185185185185,0.6931471805599453,0.0,0.0,0.0,0.0,0.074074074074074,1.6094379124341005,0.037037037037037,1.0986122886681098,0.0185185185185185,0.6931471805599453,0.3148148148148148,2.8903717578961645,0.0,0.0,0.0185185185185185,0.6931471805599453,4.007333185232471
