actor_key,predictor_month,outcome_month,lookback_months,risk_event_count,risk_region_count,system:index,fire_all_pixel_days_daily_mean_t,fire_all_pixel_days_daily_mean_t1,fire_all_pixel_days_daily_rate_per_1000km2_t,fire_all_pixel_days_daily_rate_per_1000km2_t1,fire_all_pixel_days_log_rate_change,fire_all_pixel_days_log_rate_t,fire_all_pixel_days_log_rate_t1,fire_all_pixel_days_t,fire_all_pixel_days_t1,fire_days_in_period_t,fire_days_in_period_t1,fire_high_pixel_days_daily_mean_t,fire_high_pixel_days_daily_mean_t1,fire_high_pixel_days_daily_rate_per_1000km2_t,fire_high_pixel_days_daily_rate_per_1000km2_t1,fire_high_pixel_days_log_rate_change,fire_high_pixel_days_log_rate_t,fire_high_pixel_days_log_rate_t1,fire_high_pixel_days_t,fire_high_pixel_days_t1,fire_night_nominal_high_pixel_days_daily_mean_t,fire_night_nominal_high_pixel_days_daily_mean_t1,fire_night_nominal_high_pixel_days_daily_rate_per_1000km2_t,fire_night_nominal_high_pixel_days_daily_rate_per_1000km2_t1,fire_night_nominal_high_pixel_days_log_rate_change,fire_night_nominal_high_pixel_days_log_rate_t,fire_night_nominal_high_pixel_days_log_rate_t1,fire_night_nominal_high_pixel_days_t,fire_night_nominal_high_pixel_days_t1,fire_nominal_high_frp_sum_mw_daily_mean_t,fire_nominal_high_frp_sum_mw_daily_mean_t1,fire_nominal_high_frp_sum_mw_daily_rate_per_1000km2_t,fire_nominal_high_frp_sum_mw_daily_rate_per_1000km2_t1,fire_nominal_high_frp_sum_mw_log_rate_change,fire_nominal_high_frp_sum_mw_log_rate_t,fire_nominal_high_frp_sum_mw_log_rate_t1,fire_nominal_high_frp_sum_mw_t,fire_nominal_high_frp_sum_mw_t1,fire_nominal_high_pixel_days_daily_mean_t,fire_nominal_high_pixel_days_daily_mean_t1,fire_nominal_high_pixel_days_daily_rate_per_1000km2_t,fire_nominal_high_pixel_days_daily_rate_per_1000km2_t1,fire_nominal_high_pixel_days_log_rate_change,fire_nominal_high_pixel_days_log_rate_t,fire_nominal_high_pixel_days_log_rate_t1,fire_nominal_high_pixel_days_t,fire_nominal_high_pixel_days_t1,fire_risk_area_km2,fire_unique_high_pixels_t,fire_unique_high_pixels_t1,fire_unique_nominal_high_pixels_t,fire_unique_nominal_high_pixels_t1,fire_valid_land_observations_mean_t,fire_valid_land_observations_mean_t1,.geo,ucdp_actor_id_norm,constituent_ucdp_actor_ids,actor_name,unit_id,month,period_start,year,month_of_year,period_index,rolling_risk_countries_24m,risk_set_source,area_size,log1p_area_size,risk_set_empty_no_metadata,next_month_outcome_available,y_ucdp_best_fatalities_current_24m,y_ucdp_best_fatalities_next_24m,log1p_y_ucdp_best_fatalities_current_24m,log1p_y_ucdp_best_fatalities_next_24m,n_articles,n_unique_articles_raw,n_article_actor_rows_raw,mean_article_actor_weight,n_conflict_relevance_direct,n_event_modality_realized,n_any_fatalities_mentioned_yes,n_any_physical_violence_mentioned_yes,n_any_weapon_mentioned_yes,n_event_context_background_or_context,n_event_context_cbt,n_event_context_civ,n_event_context_crm,n_event_context_historical_background,n_event_context_not_applicable,n_event_context_opr,n_event_context_org,n_event_context_pol,n_event_context_pro,n_event_context_unclear,share_conflict_relevance_direct,log1p_n_conflict_relevance_direct,share_event_modality_realized,log1p_n_event_modality_realized,share_any_fatalities_mentioned_yes,log1p_n_any_fatalities_mentioned_yes,share_any_physical_violence_mentioned_yes,log1p_n_any_physical_violence_mentioned_yes,share_any_weapon_mentioned_yes,log1p_n_any_weapon_mentioned_yes,share_event_context_background_or_context,log1p_n_event_context_background_or_context,share_event_context_cbt,log1p_n_event_context_cbt,share_event_context_civ,log1p_n_event_context_civ,share_event_context_crm,log1p_n_event_context_crm,share_event_context_historical_background,log1p_n_event_context_historical_background,share_event_context_not_applicable,log1p_n_event_context_not_applicable,share_event_context_opr,log1p_n_event_context_opr,share_event_context_org,log1p_n_event_context_org,share_event_context_pol,log1p_n_event_context_pol,share_event_context_pro,log1p_n_event_context_pro,share_event_context_unclear,log1p_n_event_context_unclear,log1p_n_articles
209,2020-01,2020-02,12,16,3,0.0,0.0,0.0344827586206896,0.0,0.0022539327519942,0.0022513964559477,0.0,0.0022513964559477,0.0,1.0,31.0,29.0,0.0,0.0344827586206896,0.0,0.0022539327519942,0.0022513964559477,0.0,0.0022513964559477,0.0,1.0,0.0,0.0344827586206896,0.0,0.0022539327519942,0.0022513964559477,0.0,0.0022513964559477,0.0,1.0,0.0,0.6241379310344828,0.0,0.040796182811095,0.0399859806566802,0.0,0.0399859806566802,0.0,18.1,0.0,0.0344827586206896,0.0,0.0022539327519942,0.0022513964559477,0.0,0.0022513964559477,0.0,1.0,15298.92965536815,0.0,1.0,0.0,1.0,28.466814349697028,27.41949591639592,,209,209,Hamas,209,2020-01,2020-01-01,2020,1,0.0,Israel,ged_rolling_24m,1,0.6931471805599453,False,True,3.0,3.0,1.3862943611198906,1.3862943611198906,182.0,182.0,182.0,1.0,131.0,169.0,60.0,159.0,136.0,0.0,100.0,0.0,0.0,0.0,11.0,0.0,0.0,64.0,7.0,0.0,0.7197802197802198,4.882801922586371,0.9285714285714286,5.135798437050262,0.3296703296703296,4.110873864173311,0.8736263736263736,5.075173815233827,0.7472527472527473,4.919980925828125,0.0,0.0,0.5494505494505495,4.61512051684126,0.0,0.0,0.0,0.0,0.0,0.0,0.0604395604395604,2.4849066497880004,0.0,0.0,0.0,0.0,0.3516483516483517,4.174387269895637,0.0384615384615384,2.0794415416798357,0.0,0.0,5.209486152841421
209,2020-02,2020-03,12,16,3,1.0,0.0344827586206896,0.032258064516129,0.0022539327519942,0.0021085177357365,-0.0001450985239494,0.0022513964559477,0.0021062979319982,1.0,1.0,29.0,31.0,0.0344827586206896,0.0,0.0022539327519942,0.0,-0.0022513964559477,0.0022513964559477,0.0,1.0,0.0,0.0344827586206896,0.032258064516129,0.0022539327519942,0.0021085177357365,-0.0001450985239494,0.0022513964559477,0.0021062979319982,1.0,1.0,0.6241379310344828,0.3741935483870968,0.040796182811095,0.0244588057345435,-0.0158215019097619,0.0399859806566802,0.0241644787469183,18.1,11.6,0.0344827586206896,0.032258064516129,0.0022539327519942,0.0021085177357365,-0.0001450985239494,0.0022513964559477,0.0021062979319982,1.0,1.0,15298.92965536815,1.0,0.0,1.0,1.0,27.41949591639592,28.117916264160904,,209,209,Hamas,209,2020-02,2020-02-01,2020,2,1.0,Israel,ged_rolling_24m,1,0.6931471805599453,False,True,3.0,0.0,1.3862943611198906,0.0,237.0,237.0,237.0,1.0,190.0,222.0,61.0,204.0,187.0,0.0,143.0,1.0,1.0,0.0,8.0,6.0,2.0,72.0,1.0,3.0,0.8016877637130801,5.25227342804663,0.9367088607594936,5.407171771460119,0.2573839662447257,4.127134385045092,0.8607594936708861,5.3230099791384085,0.7890295358649789,5.236441962829949,0.0,0.0,0.6033755274261603,4.969813299576001,0.0042194092827004,0.6931471805599453,0.0042194092827004,0.6931471805599453,0.0,0.0,0.0337552742616033,2.1972245773362196,0.0253164556962025,1.9459101490553132,0.0084388185654008,1.0986122886681098,0.3037974683544304,4.290459441148391,0.0042194092827004,0.6931471805599453,0.0126582278481012,1.3862943611198906,5.472270673671475
209,2020-03,2020-04,12,16,3,0.0,0.032258064516129,0.0,0.0021085177357365,0.0,-0.0021062979319982,0.0021062979319982,0.0,1.0,0.0,31.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032258064516129,0.0,0.0021085177357365,0.0,-0.0021062979319982,0.0021062979319982,0.0,1.0,0.0,0.3741935483870968,0.0,0.0244588057345435,0.0,-0.0241644787469183,0.0241644787469183,0.0,11.6,0.0,0.032258064516129,0.0,0.0021085177357365,0.0,-0.0021062979319982,0.0021062979319982,0.0,1.0,0.0,15298.92965536815,0.0,0.0,1.0,0.0,28.117916264160904,28.86905396504788,,209,209,Hamas,209,2020-03,2020-03-01,2020,3,2.0,Israel,ged_rolling_24m,1,0.6931471805599453,False,True,0.0,0.0,0.0,0.0,46.0,46.0,46.0,1.0,22.0,39.0,9.0,31.0,24.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,30.0,0.0,0.0,0.4782608695652174,3.1354942159291497,0.8478260869565217,3.688879454113936,0.1956521739130435,2.302585092994046,0.6739130434782609,3.4657359027997265,0.5217391304347826,3.218875824868201,0.0,0.0,0.217391304347826,2.3978952727983707,0.0,0.0,0.0,0.0,0.0,0.0,0.1304347826086956,1.9459101490553132,0.0,0.0,0.0,0.0,0.6521739130434783,3.4339872044851463,0.0,0.0,0.0,0.0,3.8501476017100584
209,2020-04,2020-05,12,16,3,1.0,0.0,0.1290322580645161,0.0,0.008434070942946,0.0083987028919006,0.0,0.0083987028919006,0.0,4.0,30.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0063255532072095,0.0063056308646092,0.0,0.0063056308646092,0.0,3.0,0.0,1.4483870967741936,0.0,0.0946724463345694,0.0904551827509194,0.0,0.0904551827509194,0.0,44.900000000000006,0.0,0.0967741935483871,0.0,0.0063255532072095,0.0063056308646092,0.0,0.0063056308646092,0.0,3.0,15298.92965536815,0.0,0.0,0.0,3.0,28.86905396504788,29.695646790199348,,209,209,Hamas,209,2020-04,2020-04-01,2020,4,3.0,Israel,ged_rolling_24m,1,0.6931471805599453,False,True,0.0,2.0,0.0,1.0986122886681098,44.0,44.0,44.0,1.0,26.0,39.0,20.0,26.0,17.0,0.0,12.0,0.0,1.0,0.0,4.0,1.0,0.0,26.0,0.0,0.0,0.5909090909090909,3.295836866004329,0.8863636363636364,3.688879454113936,0.4545454545454545,3.044522437723423,0.5909090909090909,3.295836866004329,0.3863636363636363,2.8903717578961645,0.0,0.0,0.2727272727272727,2.5649493574615367,0.0,0.0,0.0227272727272727,0.6931471805599453,0.0,0.0,0.0909090909090909,1.6094379124341005,0.0227272727272727,0.6931471805599453,0.0,0.0,0.5909090909090909,3.295836866004329,0.0,0.0,0.0,0.0,3.80666248977032
209,2020-05,2020-06,12,9,3,0.0,0.1290322580645161,0.0985620915032679,0.0084415683435327,0.0064481443941743,-0.0019786935107651,0.0084061375600981,0.0064274440493329,4.0,2.9568627450980394,31.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.0985620915032679,0.0063311762576495,0.0064481443941743,0.0001162254952209,0.006311218554112,0.0064274440493329,3.0,2.9568627450980394,1.4483870967741936,1.322888888888889,0.0947566046561549,0.0865462414900312,-0.0075279798532896,0.090532059708032,0.0830040798547423,44.900000000000006,39.68666666666667,0.0967741935483871,0.0985620915032679,0.0063311762576495,0.0064481443941743,0.0001162254952209,0.006311218554112,0.0064274440493329,3.0,2.9568627450980394,15285.341871735298,0.0,0.0,3.0,2.9568627450980394,29.6997884854791,29.00197845738341,,209,209,Hamas,209,2020-05,2020-05-01,2020,5,4.0,Israel,ged_rolling_24m,1,0.6931471805599453,False,True,2.0,1.0,1.0986122886681098,0.6931471805599453,44.0,44.0,44.0,1.0,28.0,44.0,14.0,37.0,23.0,1.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.6363636363636364,3.367295829986474,1.0,3.80666248977032,0.3181818181818182,2.70805020110221,0.8409090909090909,3.6375861597263857,0.5227272727272727,3.1780538303479458,0.0227272727272727,0.6931471805599453,0.2954545454545454,2.6390573296152584,0.0681818181818181,1.3862943611198906,0.0227272727272727,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5681818181818182,3.258096538021482,0.0227272727272727,0.6931471805599453,0.0,0.0,3.80666248977032
209,2020-06,2020-07,12,9,3,1.0,0.0985620915032679,0.1132194813409234,0.0064481443941743,0.0074070624190801,0.0009523207965826,0.0064274440493329,0.0073797648459156,2.9568627450980394,3.5098039215686274,30.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0985620915032679,0.1132194813409234,0.0064481443941743,0.0074070624190801,0.0009523207965826,0.0064274440493329,0.0073797648459156,2.9568627450980394,3.5098039215686274,1.322888888888889,1.4165717900063253,0.0865462414900312,0.0926751787361564,0.0056249019479633,0.0830040798547423,0.0886289818027057,39.68666666666667,43.913725490196086,0.0985620915032679,0.1132194813409234,0.0064481443941743,0.0074070624190801,0.0009523207965826,0.0064274440493329,0.0073797648459156,2.9568627450980394,3.5098039215686274,15285.341871735298,0.0,0.0,2.9568627450980394,3.5098039215686274,29.00197845738341,29.974298513464955,,209,209,Hamas,209,2020-06,2020-06-01,2020,6,5.0,Israel,ged_rolling_24m,1,0.6931471805599453,False,True,1.0,0.0,0.6931471805599453,0.0,88.0,88.0,88.0,1.0,67.0,81.0,23.0,73.0,53.0,0.0,36.0,4.0,0.0,0.0,4.0,2.0,2.0,39.0,0.0,1.0,0.7613636363636364,4.219507705176107,0.9204545454545454,4.406719247264253,0.2613636363636363,3.1780538303479458,0.8295454545454546,4.30406509320417,0.6022727272727273,3.9889840465642745,0.0,0.0,0.4090909090909091,3.610917912644224,0.0454545454545454,1.6094379124341005,0.0,0.0,0.0,0.0,0.0454545454545454,1.6094379124341005,0.0227272727272727,1.0986122886681098,0.0227272727272727,1.0986122886681098,0.4431818181818182,3.688879454113936,0.0,0.0,0.0113636363636363,0.6931471805599453,4.48863636973214
209,2020-07,2020-08,12,8,3,0.0,0.1132194813409234,1.064516129032258,0.0074089188458901,0.069660393394598,0.0599596011228502,0.0073816076214615,0.0673412087443118,3.5098039215686274,33.0,31.0,31.0,0.0,0.2903225806451613,0.0,0.0189982891076176,0.0188200752476352,0.0,0.0188200752476352,0.0,9.0,0.1132194813409234,1.064516129032258,0.0074089188458901,0.069660393394598,0.0599596011228502,0.0073816076214615,0.0673412087443118,3.5098039215686274,33.0,1.4165717900063253,30.835483870967753,0.0926984058505893,2.0178293953301916,1.015887591013941,0.0886502386849135,1.1045378296988546,43.913725490196086,955.9000000000004,0.1132194813409234,1.064516129032258,0.0074089188458901,0.069660393394598,0.0599596011228502,0.0073816076214615,0.0673412087443118,3.5098039215686274,33.0,15281.51187723278,0.0,9.0,3.5098039215686274,32.0,29.972079477767753,29.968601226454496,,209,209,Hamas,209,2020-07,2020-07-01,2020,7,6.0,Israel,ged_rolling_24m,1,0.6931471805599453,False,True,0.0,0.0,0.0,0.0,101.0,101.0,101.0,1.0,77.0,94.0,24.0,78.0,64.0,0.0,49.0,3.0,0.0,0.0,5.0,1.0,2.0,37.0,4.0,0.0,0.7623762376237624,4.356708826689592,0.9306930693069309,4.553876891600541,0.2376237623762376,3.218875824868201,0.7722772277227723,4.3694478524670215,0.6336633663366337,4.174387269895637,0.0,0.0,0.4851485148514851,3.912023005428146,0.0297029702970297,1.3862943611198906,0.0,0.0,0.0,0.0,0.0495049504950495,1.791759469228055,0.0099009900990099,0.6931471805599453,0.0198019801980198,1.0986122886681098,0.3663366336633663,3.6375861597263857,0.0396039603960396,1.6094379124341005,0.0,0.0,4.624972813284271
209,2020-08,2020-09,12,3,2,1.0,1.064516129032258,0.1333333333333333,0.0730625735377104,0.0091512718370465,-0.061407125717528,0.0705167783859784,0.0091096526684503,33.0,4.0,31.0,30.0,0.2903225806451613,0.1,0.0199261564193755,0.0068634538777849,-0.0128902214094892,0.019730229008208,0.0068400075987187,9.0,3.0,1.064516129032258,0.1333333333333333,0.0730625735377104,0.0091512718370465,-0.061407125717528,0.0705167783859784,0.0091096526684503,33.0,4.0,30.835483870967753,2.3800000000000003,2.1163792134756796,0.1633502022912811,-0.985367871430566,1.1366718194085783,0.1513039479780122,955.9000000000004,71.4,1.064516129032258,0.1333333333333333,0.0730625735377104,0.0091512718370465,-0.061407125717528,0.0705167783859784,0.0091096526684503,33.0,4.0,14569.923799396687,9.0,3.0,32.0,4.0,30.29120772429927,29.313163391861785,,209,209,Hamas,209,2020-08,2020-08-01,2020,8,7.0,Israel,ged_rolling_24m,1,0.6931471805599453,False,True,0.0,0.0,0.0,0.0,416.0,416.0,416.0,1.0,366.0,397.0,46.0,382.0,365.0,0.0,319.0,1.0,0.0,0.0,10.0,0.0,2.0,76.0,1.0,7.0,0.8798076923076923,5.905361848054571,0.9543269230769232,5.986452005284438,0.110576923076923,3.8501476017100584,0.9182692307692308,5.948034989180646,0.8774038461538461,5.902633333401366,0.0,0.0,0.7668269230769231,5.768320995793772,0.0024038461538461,0.6931471805599453,0.0,0.0,0.0,0.0,0.0240384615384615,2.3978952727983707,0.0,0.0,0.0048076923076923,1.0986122886681098,0.1826923076923076,4.343805421853684,0.0024038461538461,0.6931471805599453,0.016826923076923,2.0794415416798357,6.0330862217988015
209,2020-09,2020-10,12,3,2,0.0,0.1333333333333333,0.2903225806451613,0.0091512718370465,0.0199261564193755,0.0106205763397577,0.0091096526684503,0.019730229008208,4.0,9.0,30.0,31.0,0.1,0.0,0.0068634538777849,0.0,-0.0068400075987187,0.0068400075987187,0.0,3.0,0.0,0.1333333333333333,0.2903225806451613,0.0091512718370465,0.0199261564193755,0.0106205763397577,0.0091096526684503,0.019730229008208,4.0,9.0,2.3800000000000003,3.729032258064517,0.1633502022912811,0.2559404091199796,0.0765806739742774,0.1513039479780122,0.2278846219522896,71.4,115.6,0.1333333333333333,0.2903225806451613,0.0091512718370465,0.0199261564193755,0.0106205763397577,0.0091096526684503,0.019730229008208,4.0,9.0,14569.923799396687,3.0,0.0,4.0,9.0,29.313163391861785,30.282585273225315,,209,209,Hamas,209,2020-09,2020-09-01,2020,9,8.0,Israel,ged_rolling_24m,1,0.6931471805599453,False,True,0.0,1.0,0.0,0.6931471805599453,116.0,116.0,116.0,1.0,86.0,109.0,19.0,94.0,85.0,0.0,51.0,2.0,2.0,0.0,5.0,1.0,0.0,54.0,0.0,1.0,0.7413793103448276,4.465908118654584,0.9396551724137931,4.700480365792417,0.1637931034482758,2.995732273553991,0.8103448275862069,4.553876891600541,0.7327586206896551,4.454347296253507,0.0,0.0,0.4396551724137931,3.951243718581427,0.0172413793103448,1.0986122886681098,0.0172413793103448,1.0986122886681098,0.0,0.0,0.043103448275862,1.791759469228055,0.0086206896551724,0.6931471805599453,0.0,0.0,0.4655172413793103,4.007333185232471,0.0,0.0,0.0086206896551724,0.6931471805599453,4.762173934797756
209,2020-10,2020-11,12,3,2,1.0,0.2903225806451613,0.0,0.0199261564193755,0.0,-0.019730229008208,0.019730229008208,0.0,9.0,0.0,31.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2903225806451613,0.0,0.0199261564193755,0.0,-0.019730229008208,0.019730229008208,0.0,9.0,0.0,3.729032258064517,0.0,0.2559404091199796,0.0,-0.2278846219522896,0.2278846219522896,0.0,115.6,0.0,0.2903225806451613,0.0,0.0199261564193755,0.0,-0.019730229008208,0.019730229008208,0.0,9.0,0.0,14569.923799396687,0.0,0.0,9.0,0.0,30.282585273225315,29.17400451727973,,209,209,Hamas,209,2020-10,2020-10-01,2020,10,9.0,Israel,ged_rolling_24m,1,0.6931471805599453,False,True,1.0,0.0,0.6931471805599453,0.0,54.0,54.0,54.0,1.0,39.0,49.0,12.0,47.0,39.0,0.0,28.0,1.0,0.0,0.0,4.0,2.0,1.0,17.0,0.0,1.0,0.7222222222222222,3.688879454113936,0.9074074074074074,3.912023005428146,0.2222222222222222,2.5649493574615367,0.8703703703703703,3.871201010907891,0.7222222222222222,3.688879454113936,0.0,0.0,0.5185185185185185,3.367295829986474,0.0185185185185185,0.6931471805599453,0.0,0.0,0.0,0.0,0.074074074074074,1.6094379124341005,0.037037037037037,1.0986122886681098,0.0185185185185185,0.6931471805599453,0.3148148148148148,2.8903717578961645,0.0,0.0,0.0185185185185185,0.6931471805599453,4.007333185232471
